Appliant_ID,default_status
Apcnt_1000032,0.28597819548353814
Apcnt_1000048,0.17958935545043708
Apcnt_1000052,0.39215013935109566
Apcnt_1000076,0.8805156639096462
Apcnt_1000080,0.3779803513570441
Apcnt_1000084,0.3563958230206384
Apcnt_1000104,0.32844183437604174
Apcnt_1000116,0.6446621862674742
Apcnt_1000128,0.4684361816412368
Apcnt_1000156,0.30380059580118374
Apcnt_1000192,0.13914782723290584
Apcnt_1000208,0.01941046554084565
Apcnt_1000264,0.7167040135026921
Apcnt_1000288,0.026110396932268767
Apcnt_1000292,0.4647534006507537
Apcnt_1000328,0.752613618104607
Apcnt_1000336,0.18619803458621098
Apcnt_1000356,0.04192044473578517
Apcnt_1000368,0.0846797296678572
Apcnt_1000372,0.7887194494691765
Apcnt_1000392,0.05772053085083171
Apcnt_1000396,0.03591008252737696
Apcnt_1000400,0.05823570613457908
Apcnt_1000416,0.1964083401125677
Apcnt_1000428,0.02186526245677583
Apcnt_1000440,0.038012753253232966
Apcnt_1000456,0.8604345322320912
Apcnt_1000472,0.06870179707974508
Apcnt_1000488,0.13241299518615757
Apcnt_1000492,0.07914632970107248
Apcnt_1000504,0.5090654224694697
Apcnt_1000516,0.3459134258295655
Apcnt_1000532,0.043983190351874875
Apcnt_1000552,0.21829576387041066
Apcnt_1000564,0.4605689928906586
Apcnt_1000576,0.7013992369445018
Apcnt_1000596,0.09089365572264246
Apcnt_1000620,0.09921585386286695
Apcnt_1000624,0.01972904606849273
Apcnt_1000636,0.006735166042650854
Apcnt_1000648,0.02874177243990253
Apcnt_1000668,0.01928241126035557
Apcnt_1000680,0.1595552381057216
Apcnt_1000696,0.024402078190647478
Apcnt_1000704,0.4339236916953364
Apcnt_1000724,0.03670411726431843
Apcnt_1000740,0.246561141556699
Apcnt_1000744,0.013651421406037291
Apcnt_1000756,0.019123103444820246
Apcnt_1000768,0.008843769616758378
Apcnt_1000784,0.004213928065643882
Apcnt_1000796,0.009351745561704879
Apcnt_1000808,0.003951203552430221
Apcnt_1000816,0.013802268477396221
Apcnt_1000820,0.008126912072083504
Apcnt_1000824,0.045344733773620326
Apcnt_1000856,0.740167951048408
Apcnt_1000872,0.9106999713019227
Apcnt_1000880,0.03753549155074612
Apcnt_1000904,0.0654587660055146
Apcnt_1000912,0.6688985071487963
Apcnt_1000920,0.7895081382779243
Apcnt_1000952,0.07251939575979872
Apcnt_1000960,0.06680729981851827
Apcnt_1000964,0.1955910460917058
Apcnt_1000968,0.011092917028358355
Apcnt_1000976,0.7783518773105892
Apcnt_1000984,0.6741008528646953
Apcnt_1000992,0.14423880801141772
Apcnt_1000996,0.6620968654818563
Apcnt_1001000,0.13055180264923885
Apcnt_1001008,0.046334975234546376
Apcnt_1001028,0.03950640207891729
Apcnt_1001032,0.2591017732844352
Apcnt_1001036,0.7641140969515462
Apcnt_1001040,0.5901617350325195
Apcnt_1001048,0.4228758988269152
Apcnt_1001052,0.024452303988752883
Apcnt_1001068,0.8908580473846679
Apcnt_1001076,0.10556589953818822
Apcnt_1001080,0.12030102616613494
Apcnt_1001092,0.11898715241482834
Apcnt_1001120,0.8617657736965498
Apcnt_1001144,0.5537901630338949
Apcnt_1001148,0.1727618147943804
Apcnt_1001168,0.10835145962285328
Apcnt_1001176,0.5618773388237795
Apcnt_1001200,0.17638115745759328
Apcnt_1001224,0.23366630235136196
Apcnt_1001228,0.07286451452893623
Apcnt_1001236,0.10900691446983182
Apcnt_1001244,0.18758230136874254
Apcnt_1001248,0.02128839097887975
Apcnt_1001256,0.3797108891140003
Apcnt_1001260,0.264005177774374
Apcnt_1001264,0.012940301761577224
Apcnt_1001288,0.03000625494621026
Apcnt_1001292,0.04571058401542263
Apcnt_1001296,0.09471873631455673
Apcnt_1001304,0.6675959417794137
Apcnt_1001308,0.10755650285963213
Apcnt_1001316,0.19680186140310876
Apcnt_1001320,0.5494480366350961
Apcnt_1001352,0.27432904009065845
Apcnt_1001360,0.23883008593874552
Apcnt_1001376,0.8348341618978607
Apcnt_1001384,0.029138563932787694
Apcnt_1001388,0.6059897727333429
Apcnt_1001400,0.7766828918795228
Apcnt_1001416,0.2190226088377207
Apcnt_1001436,0.8531744652381398
Apcnt_1001452,0.2653419374798822
Apcnt_1001456,0.02943590547890412
Apcnt_1001468,0.6576716212500331
Apcnt_1001480,0.06822975146098766
Apcnt_1001488,0.3553874054219104
Apcnt_1001508,0.2390278192074987
Apcnt_1001512,0.03181347849967014
Apcnt_1001516,0.82922684545319
Apcnt_1001528,0.4131855544929637
Apcnt_1001532,0.20460622621615765
Apcnt_1001548,0.016485250336287904
Apcnt_1001552,0.010451230228245323
Apcnt_1001572,0.16676328602333432
Apcnt_1001580,0.012772769090389368
Apcnt_1001584,0.029062835334713235
Apcnt_1001624,0.022807887479643622
Apcnt_1001632,0.013220528885698345
Apcnt_1001668,0.028757531364759694
Apcnt_1001692,0.05887161027556021
Apcnt_1001700,0.013877674530601557
Apcnt_1001708,0.0465260080353509
Apcnt_1001716,0.017794880820968764
Apcnt_1001732,0.046995676258616705
Apcnt_1001752,0.42517250211083285
Apcnt_1001760,0.01564708621272092
Apcnt_1001764,0.019988784469353444
Apcnt_1001776,0.17762761310251865
Apcnt_1001780,0.17721313845192402
Apcnt_1001788,0.7856266136320466
Apcnt_1001792,0.03165200977805195
Apcnt_1001800,0.0977115642155138
Apcnt_1001820,0.17820346842087767
Apcnt_1001828,0.33097574938959756
Apcnt_1001836,0.02887268166742145
Apcnt_1001844,0.36358202220107594
Apcnt_1001848,0.22879229367144027
Apcnt_1001860,0.39516941703460057
Apcnt_1001880,0.46613059265635387
Apcnt_1001888,0.5665179171095329
Apcnt_1001900,0.27851666591864765
Apcnt_1001908,0.7079190362668918
Apcnt_1001936,0.3682243473344457
Apcnt_1001940,0.13215265748787988
Apcnt_1001960,0.3193952756254622
Apcnt_1001988,0.8606723538332262
Apcnt_1002000,0.040667080193028914
Apcnt_1002020,0.21706487108791042
Apcnt_1002024,0.5801685392527381
Apcnt_1002028,0.3387999578103132
Apcnt_1002032,0.18812375069646534
Apcnt_1002044,0.1665490979559161
Apcnt_1002052,0.2943786812657041
Apcnt_1002056,0.012996890334393723
Apcnt_1002080,0.01710103696550558
Apcnt_1002084,0.044913080437952974
Apcnt_1002096,0.16203200455427763
Apcnt_1002112,0.005792792111127802
Apcnt_1002124,0.054832743152944195
Apcnt_1002140,0.021241870352315895
Apcnt_1002152,0.09505523315626434
Apcnt_1002156,0.011760718292752272
Apcnt_1002168,0.07775033034778074
Apcnt_1002176,0.7942577287396949
Apcnt_1002200,0.014792936036236671
Apcnt_1002228,0.6784466325494258
Apcnt_1002252,0.29211460119421234
Apcnt_1002268,0.5761174816981128
Apcnt_1002272,0.6539606508917931
Apcnt_1002276,0.9392651325359023
Apcnt_1002288,0.07294180091686088
Apcnt_1002304,0.435273228637289
Apcnt_1002312,0.3544861338536011
Apcnt_1002320,0.12564452249116
Apcnt_1002324,0.12638065005854954
Apcnt_1002336,0.22277933237139028
Apcnt_1002368,0.45065914497039283
Apcnt_1002384,0.02729321003484767
Apcnt_1002388,0.2210384408860669
Apcnt_1002400,0.05339795768153355
Apcnt_1002404,0.38168690934534844
Apcnt_1002412,0.5677612593319156
Apcnt_1002420,0.013995783474971758
Apcnt_1002424,0.09699964882995231
Apcnt_1002432,0.05563664684514441
Apcnt_1002444,0.3282400623233003
Apcnt_1002456,0.005794194735197935
Apcnt_1002468,0.01185795352680984
Apcnt_1002472,0.013858668861181575
Apcnt_1002484,0.038187319413290385
Apcnt_1002536,0.2798499288782169
Apcnt_1002568,0.25838646392715814
Apcnt_1002576,0.389294120875603
Apcnt_1002580,0.01909771138804921
Apcnt_1002604,0.037300918206528894
Apcnt_1002612,0.2511606059632512
Apcnt_1002616,0.3838539615468241
Apcnt_1002624,0.021109262575833964
Apcnt_1002632,0.09829802287855217
Apcnt_1002636,0.8657610412498173
